type,ent_ts,ent_px,qty,sl,tp,ent_idx,scale,exit_px,exit_ts,reason,pnl,equity
long,2022-06-21 09:58:00-04:00,11614.25,2.0,11475.75,11729.25,19676,2.0,11606.75,2022-06-21 11:59:00-04:00,VWAP,-305.48,201915.17
long,2022-06-21 12:30:00-04:00,11614.0,2.0,11475.75,11729.25,19828,2.0,11602.0,2022-06-21 12:31:00-04:00,VWAP,-485.48,201429.69
long,2022-06-22 09:46:00-04:00,11532.5,2.0,11446.75,11605.75,21044,2.0,11605.75,2022-06-22 09:55:00-04:00,TP,2924.52,204354.21
long,2022-06-23 11:07:00-04:00,11691.5,2.0,11561.0,11806.0,22505,2.0,11651.5,2022-06-23 11:59:00-04:00,VWAP,-1605.48,202748.73
short,2022-06-23 13:01:00-04:00,11557.25,2.0,11683.5,11438.5,22619,2.0,11636.25,2022-06-23 14:27:00-04:00,VWAP,-3165.48,199583.25
long,2022-06-24 09:49:00-04:00,11971.0,1.9,11838.75,12080.25,23807,1.9,11970.0,2022-06-24 09:54:00-04:00,5m,-43.206,199540.044
long,2022-06-24 09:56:00-04:00,11960.5,1.9,11838.75,12080.25,23814,1.9,11955.0,2022-06-24 09:59:00-04:00,5m,-214.206,199325.838
long,2022-06-24 10:00:00-04:00,12002.25,1.9,11838.75,12080.25,23818,1.9,12080.25,2022-06-24 10:09:00-04:00,TP,2958.794,202284.632
short,2022-06-27 13:45:00-04:00,12035.0,2.0,12212.0,11883.5,25423,2.0,12049.0,2022-06-27 14:59:00-04:00,EOD,-565.48,201719.152
long,2022-06-29 10:58:00-04:00,11697.5,2.0,11573.5,11807.0,28016,2.0,11691.25,2022-06-29 10:59:00-04:00,5m,-255.48,201463.672
long,2022-06-29 11:00:00-04:00,11696.25,2.0,11573.5,11807.0,28018,2.0,11676.0,2022-06-29 11:04:00-04:00,5m,-815.48,200648.192
long,2022-06-29 11:11:00-04:00,11690.5,2.0,11573.5,11807.0,28029,2.0,11676.75,2022-06-29 11:14:00-04:00,5m,-555.48,200092.712
long,2022-06-29 11:34:00-04:00,11691.75,2.0,11573.5,11807.0,28052,2.0,11666.5,2022-06-29 12:05:00-04:00,VWAP,-1015.48,199077.232
long,2022-06-30 11:47:00-04:00,11598.75,1.9,11435.75,11740.25,29445,1.9,11549.0,2022-06-30 14:59:00-04:00,EOD,-1895.7059999999997,197181.526
long,2022-07-01 09:50:00-04:00,11537.0,1.9,11417.0,11654.0,30708,1.9,11510.5,2022-07-01 10:11:00-04:00,VWAP,-1012.2059999999999,196169.32
long,2022-07-07 09:47:00-04:00,12024.25,1.9,11918.25,12127.75,35985,1.9,12127.75,2022-07-07 14:00:00-04:00,TP,3927.7939999999994,200097.114
short,2022-07-14 10:20:00-04:00,11546.5,2.0,11684.5,11410.5,42918,2.0,11553.0,2022-07-14 10:24:00-04:00,5m,-265.48,199831.634
long,2022-07-14 11:54:00-04:00,11685.25,1.9,11547.5,11821.5,43012,1.9,11821.5,2022-07-14 14:38:00-04:00,TP,5172.294,205003.92799999999
long,2022-07-15 11:14:00-04:00,11986.25,2.0,11915.5,12054.5,44352,2.0,11983.75,2022-07-15 11:19:00-04:00,5m,-105.48,204898.448
long,2022-07-15 11:20:00-04:00,11991.25,2.0,11915.5,12054.5,44358,2.0,11942.75,2022-07-15 12:01:00-04:00,VWAP,-1945.48,202952.968
long,2022-07-15 13:39:00-04:00,11988.0,2.0,11915.5,12054.5,44497,2.0,11983.5,2022-07-15 13:44:00-04:00,5m,-185.48,202767.488
long,2022-07-18 10:01:00-04:00,12181.75,2.0,12089.75,12226.25,45659,2.0,12161.0,2022-07-18 10:04:00-04:00,5m,-835.48,201932.008
long,2022-07-18 11:39:00-04:00,12160.0,2.0,12089.75,12226.25,45757,2.0,12142.0,2022-07-18 12:54:00-04:00,VWAP,-725.48,201206.528
long,2022-07-19 10:33:00-04:00,12087.0,2.0,12001.0,12160.5,47071,2.0,12082.25,2022-07-19 10:34:00-04:00,5m,-195.48,201011.048
long,2022-07-19 10:35:00-04:00,12082.5,2.0,12001.0,12160.5,47073,2.0,12160.5,2022-07-19 11:02:00-04:00,TP,3114.52,204125.568
long,2022-07-20 10:13:00-04:00,12337.75,2.0,12257.5,12407.0,48431,2.0,12407.0,2022-07-20 10:32:00-04:00,TP,2764.52,206890.088
long,2022-07-21 11:51:00-04:00,12514.5,2.0,12409.25,12616.75,49909,2.0,12616.75,2022-07-21 12:31:00-04:00,TP,4084.52,210974.608
short,2022-07-22 11:03:00-04:00,12547.25,2.1,12649.0,12483.0,51241,2.1,12483.0,2022-07-22 11:30:00-04:00,TP,2692.746,213667.354
short,2022-07-25 10:43:00-04:00,12355.75,2.1,12444.0,12269.5,52601,2.1,12361.5,2022-07-25 10:44:00-04:00,5m,-247.25400000000002,213420.1
short,2022-07-25 12:13:00-04:00,12347.0,2.1,12444.0,12269.5,52691,2.1,12374.25,2022-07-25 12:32:00-04:00,VWAP,-1150.254,212269.846
short,2022-07-26 10:00:00-04:00,12213.25,2.1,12291.25,12141.75,53938,2.1,12236.25,2022-07-26 10:03:00-04:00,VWAP,-971.7540000000001,211298.092
long,2022-07-27 09:46:00-04:00,12377.0,2.1,12276.5,12473.5,55303,2.1,12473.5,2022-07-27 12:26:00-04:00,TP,4047.246,215345.338
long,2022-07-28 11:33:00-04:00,12656.5,2.1,12514.25,12793.75,56790,2.1,12655.5,2022-07-28 11:34:00-04:00,5m,-47.754,215297.584
long,2022-07-28 11:38:00-04:00,12658.5,2.1,12514.25,12793.75,56795,2.1,12655.0,2022-07-28 11:39:00-04:00,5m,-152.754,215144.83
long,2022-07-28 11:40:00-04:00,12661.75,2.1,12514.25,12793.75,56797,2.1,12736.5,2022-07-28 14:59:00-04:00,EOD,3133.746,218278.576
long,2022-07-29 11:00:00-04:00,12866.0,2.1,12744.25,12984.75,58137,2.1,12854.5,2022-07-29 11:02:00-04:00,VWAP,-488.7540000000001,217789.822
long,2022-08-02 11:10:00-04:00,12944.25,2.1,12853.0,13030.5,60907,2.1,12938.25,2022-08-02 11:14:00-04:00,5m,-257.754,217532.068
long,2022-08-02 11:15:00-04:00,12943.0,2.1,12853.0,13030.5,60912,2.1,13030.5,2022-08-02 12:17:00-04:00,TP,3669.246,221201.31399999998
long,2022-08-03 09:54:00-04:00,13101.0,2.2,12989.5,13190.0,62211,2.2,13096.75,2022-08-03 10:31:00-04:00,VWAP,-193.02800000000002,221008.286
long,2022-08-03 10:43:00-04:00,13099.0,2.2,12989.5,13190.0,62260,2.2,13190.0,2022-08-03 11:27:00-04:00,TP,3997.9720000000007,225006.258
short,2022-08-04 11:11:00-04:00,13221.0,2.2,13328.5,13162.0,63668,2.2,13261.25,2022-08-04 11:48:00-04:00,VWAP,-1777.0280000000002,223229.22999999998
long,2022-08-05 13:48:00-04:00,13212.75,2.2,13114.5,13309.5,65205,2.2,13205.25,2022-08-05 13:49:00-04:00,5m,-336.028,222893.202
long,2022-08-08 09:50:00-04:00,13395.25,2.2,13232.0,13520.0,66347,2.2,13346.25,2022-08-08 10:27:00-04:00,VWAP,-2162.028,220731.174
long,2022-08-08 10:37:00-04:00,13377.0,2.2,13232.0,13520.0,66394,2.2,13341.5,2022-08-08 10:47:00-04:00,VWAP,-1568.0280000000002,219163.146
short,2022-08-08 12:08:00-04:00,13218.5,2.1,13376.0,13088.0,66485,2.1,13146.5,2022-08-08 14:59:00-04:00,EOD,3018.2460000000005,222181.392
short,2022-08-09 11:50:00-04:00,13021.0,2.2,13112.25,12961.75,67847,2.2,13033.0,2022-08-09 11:53:00-04:00,VWAP,-534.028,221647.364
long,2022-08-10 11:23:00-04:00,13359.25,2.2,13268.5,13441.5,69200,2.2,13322.75,2022-08-10 12:21:00-04:00,VWAP,-1612.0280000000002,220035.336
long,2022-08-10 13:17:00-04:00,13355.5,2.2,13268.5,13441.5,69314,2.2,13339.25,2022-08-10 14:59:00-04:00,EOD,-721.028,219314.30800000002
long,2022-08-12 10:11:00-04:00,13434.5,2.1,13359.25,13504.75,71888,2.1,13403.0,2022-08-12 10:40:00-04:00,VWAP,-1328.754,217985.554
long,2022-08-12 10:59:00-04:00,13432.5,2.1,13359.25,13504.75,71936,2.1,13504.75,2022-08-12 13:20:00-04:00,TP,3028.746,221014.3
long,2022-08-15 10:00:00-04:00,13610.75,2.2,13534.25,13678.25,73257,2.2,13598.0,2022-08-15 10:04:00-04:00,5m,-567.028,220447.272
long,2022-08-15 11:34:00-04:00,13607.25,2.2,13534.25,13678.25,73351,2.2,13678.25,2022-08-15 14:50:00-04:00,TP,3117.9720000000007,223565.244
long,2022-08-16 12:12:00-04:00,13664.25,2.2,13608.0,13710.5,74768,2.2,13710.5,2022-08-16 14:02:00-04:00,TP,2028.9720000000002,225594.21600000001
long,2022-08-18 11:06:00-04:00,13501.0,2.2,13435.0,13561.0,77461,2.2,13561.0,2022-08-18 11:31:00-04:00,TP,2633.972,228228.18800000002
long,2022-08-23 10:00:00-04:00,12954.5,2.2,12866.0,13041.0,81535,2.2,12935.0,2022-08-23 10:04:00-04:00,5m,-864.0280000000001,227364.16
long,2022-08-23 10:06:00-04:00,12970.75,2.2,12866.0,13041.0,81541,2.2,12947.5,2022-08-23 10:38:00-04:00,VWAP,-1029.028,226335.132
long,2022-08-23 10:51:00-04:00,12966.0,2.2,12866.0,13041.0,81586,2.2,12946.5,2022-08-23 10:52:00-04:00,VWAP,-864.0280000000001,225471.10400000002
long,2022-08-24 10:02:00-04:00,12907.5,2.2,12851.5,12962.0,82917,2.2,12885.75,2022-08-24 10:04:00-04:00,VWAP,-963.028,224508.076
long,2022-08-24 10:10:00-04:00,12908.25,2.2,12851.5,12962.0,82925,2.2,12962.0,2022-08-24 11:14:00-04:00,TP,2358.9720000000007,226867.048
long,2022-08-26 10:10:00-04:00,13161.25,2.2,13116.0,13206.0,85685,2.2,13116.0,2022-08-26 10:12:00-04:00,SL,-1997.0280000000002,224870.02000000002
long,2022-08-31 09:47:00-04:00,12493.0,2.2,12390.75,12592.75,89802,2.2,12455.75,2022-08-31 09:59:00-04:00,VWAP,-1645.028,223224.99200000003
long,2022-09-02 11:04:00-04:00,12418.75,2.2,12291.75,12538.25,92639,2.2,12398.0,2022-09-02 11:09:00-04:00,5m,-919.0280000000001,222305.96400000004
long,2022-09-02 11:14:00-04:00,12415.5,2.2,12291.75,12538.25,92649,2.2,12365.75,2022-09-02 12:15:00-04:00,VWAP,-2195.028,220110.93600000002
long,2022-09-05 10:20:00-04:00,12146.0,2.2,12104.25,12184.75,93975,2.2,12139.75,2022-09-05 10:24:00-04:00,5m,-281.0280000000001,219829.90800000002
long,2022-09-05 10:30:00-04:00,12149.0,2.1,12104.25,12184.75,93985,2.1,12137.5,2022-09-05 11:27:00-04:00,VWAP,-488.7540000000001,219341.15400000004
long,2022-09-05 12:02:00-04:00,12148.75,2.1,12104.25,12184.75,94077,2.1,12138.5,2022-09-05 12:44:00-04:00,VWAP,-436.2540000000001,218904.90000000002
long,2022-09-07 11:17:00-04:00,12127.5,2.1,12036.0,12214.0,96552,2.1,12131.0,2022-09-07 11:19:00-04:00,5m,141.246,219046.146
long,2022-09-07 11:29:00-04:00,12127.25,2.1,12036.0,12214.0,96564,2.1,12125.25,2022-09-07 11:34:00-04:00,5m,-89.754,218956.39200000002
long,2022-09-07 11:35:00-04:00,12134.5,2.1,12036.0,12214.0,96570,2.1,12214.0,2022-09-07 13:45:00-04:00,TP,3333.2460000000005,222289.63800000004
long,2022-09-09 09:51:00-04:00,12483.25,2.2,12415.5,12545.5,99226,2.2,12545.5,2022-09-09 10:38:00-04:00,TP,2732.9720000000007,225022.61000000002
long,2022-09-12 12:41:00-04:00,12702.25,2.2,12641.5,12757.5,100776,2.2,12699.75,2022-09-12 12:45:00-04:00,VWAP,-116.028,224906.58200000002
long,2022-09-14 09:47:00-04:00,12187.75,2.2,12098.75,12270.75,103362,2.2,12158.0,2022-09-14 09:49:00-04:00,5m,-1315.028,223591.55400000003
long,2022-09-14 09:59:00-04:00,12193.75,2.2,12098.75,12270.75,103374,2.2,12167.5,2022-09-14 10:04:00-04:00,5m,-1161.0280000000002,222430.526
long,2022-09-14 10:07:00-04:00,12189.75,2.2,12098.75,12270.75,103382,2.2,12151.25,2022-09-14 10:21:00-04:00,VWAP,-1700.028,220730.49800000002
long,2022-09-14 10:42:00-04:00,12191.5,2.2,12098.75,12270.75,103417,2.2,12178.75,2022-09-14 13:45:00-04:00,VWAP,-567.028,220163.47000000003
short,2022-09-16 12:23:00-04:00,11801.0,2.2,11871.25,11733.75,106278,2.2,11835.25,2022-09-16 12:49:00-04:00,VWAP,-1513.0280000000002,218650.44200000004
long,2022-09-19 09:51:00-04:00,11907.5,2.1,11815.75,11994.25,107506,2.1,11879.0,2022-09-19 10:07:00-04:00,VWAP,-1202.754,217447.68800000002
long,2022-09-19 10:12:00-04:00,11915.5,2.1,11815.75,11994.25,107527,2.1,11883.0,2022-09-19 10:20:00-04:00,VWAP,-1370.754,216076.93400000004
long,2022-09-19 10:26:00-04:00,11918.75,2.1,11815.75,11994.25,107541,2.1,11910.25,2022-09-19 11:28:00-04:00,VWAP,-362.754,215714.18000000002
long,2022-09-19 13:38:00-04:00,11912.25,2.1,11815.75,11994.25,107733,2.1,11907.25,2022-09-19 14:14:00-04:00,VWAP,-215.754,215498.42600000004
long,2022-09-20 12:41:00-04:00,11947.5,2.1,11887.0,12007.0,109056,2.1,11943.25,2022-09-20 12:44:00-04:00,VWAP,-184.254,215314.17200000002
long,2022-09-20 12:48:00-04:00,11947.5,2.1,11887.0,12007.0,109063,2.1,11942.75,2022-09-20 12:49:00-04:00,VWAP,-205.254,215108.91800000003
long,2022-09-20 12:52:00-04:00,11947.25,2.1,11887.0,12007.0,109067,2.1,11936.25,2022-09-20 13:04:00-04:00,VWAP,-467.754,214641.16400000002
long,2022-09-21 10:00:00-04:00,11984.25,2.1,11938.0,12016.0,110275,2.1,11961.5,2022-09-21 10:05:00-04:00,VWAP,-961.254,213679.91000000003
long,2022-09-21 10:09:00-04:00,11983.5,2.1,11938.0,12016.0,110284,2.1,11973.0,2022-09-21 10:14:00-04:00,5m,-446.754,213233.15600000002
long,2022-09-21 10:27:00-04:00,11981.5,2.1,11938.0,12016.0,110302,2.1,11962.5,2022-09-21 10:35:00-04:00,VWAP,-803.754,212429.40200000003
long,2022-09-21 11:42:00-04:00,11977.5,2.1,11938.0,12016.0,110377,2.1,11962.25,2022-09-21 11:48:00-04:00,VWAP,-646.254,211783.14800000002
long,2022-09-26 09:55:00-04:00,11473.25,2.1,11342.5,11580.0,114410,2.1,11465.0,2022-09-26 10:45:00-04:00,VWAP,-352.254,211430.89400000003
long,2022-09-26 11:02:00-04:00,11467.75,2.1,11342.5,11580.0,114477,2.1,11457.25,2022-09-26 11:03:00-04:00,VWAP,-446.754,210984.14
short,2022-09-26 12:47:00-04:00,11334.0,2.1,11461.25,11223.75,114582,2.1,11335.0,2022-09-26 12:49:00-04:00,5m,-47.754,210936.38600000003
short,2022-09-26 13:30:00-04:00,11334.75,2.1,11461.25,11223.75,114625,2.1,11382.75,2022-09-26 14:59:00-04:00,EOD,-2021.7540000000001,208914.632
long,2022-10-03 10:00:00-04:00,11135.25,2.0,11039.75,11213.75,121315,2.0,11213.75,2022-10-03 10:27:00-04:00,TP,3134.52,212049.15200000003
long,2022-10-04 09:48:00-04:00,11581.5,2.1,11514.25,11634.75,122683,2.1,11634.75,2022-10-04 10:00:00-04:00,TP,2230.746,214279.89800000002
long,2022-10-05 12:59:00-04:00,11542.25,2.1,11465.25,11612.75,124254,2.1,11612.75,2022-10-05 13:20:00-04:00,TP,2955.246,217235.14400000003
short,2022-10-11 09:48:00-04:00,10854.25,2.1,10944.75,10773.25,129583,2.1,10854.5,2022-10-11 10:34:00-04:00,VWAP,-16.254,217218.89
long,2022-10-11 12:14:00-04:00,10949.0,2.1,10859.0,11030.5,129729,2.1,11030.5,2022-10-11 12:46:00-04:00,TP,3417.246,220636.13600000003
long,2022-10-11 13:32:00-04:00,10949.0,2.2,10859.0,11030.5,129807,2.2,10905.75,2022-10-11 14:45:00-04:00,VWAP,-1909.028,218727.108
long,2022-10-17 10:14:00-04:00,11127.0,2.1,10999.0,11230.5,135128,2.1,11110.0,2022-10-17 10:19:00-04:00,5m,-719.754,218007.35400000002
long,2022-10-17 11:49:00-04:00,11116.25,2.1,10999.0,11230.5,135223,2.1,11079.0,2022-10-17 12:45:00-04:00,VWAP,-1570.2540000000001,216437.1
long,2022-10-17 13:24:00-04:00,11119.25,2.1,10999.0,11230.5,135318,2.1,11107.0,2022-10-17 13:29:00-04:00,5m,-520.254,215916.84600000002
long,2022-10-17 13:37:00-04:00,11116.5,2.1,10999.0,11230.5,135331,2.1,11113.75,2022-10-17 14:59:00-04:00,EOD,-121.254,215795.592
long,2022-10-19 11:11:00-04:00,11228.5,2.1,11110.0,11316.5,137945,2.1,11185.75,2022-10-19 11:25:00-04:00,VWAP,-1801.254,213994.33800000002
long,2022-10-21 09:49:00-04:00,11091.5,2.1,10995.25,11182.25,140623,2.1,11182.25,2022-10-21 10:06:00-04:00,TP,3805.7460000000005,217800.084
long,2022-10-21 11:21:00-04:00,11111.25,2.1,10995.25,11182.25,140715,2.1,11098.75,2022-10-21 11:22:00-04:00,VWAP,-530.754,217269.33000000002
long,2022-10-24 12:04:00-04:00,11399.75,2.1,11300.5,11496.5,142138,2.1,11479.0,2022-10-24 14:59:00-04:00,EOD,3322.746,220592.076
short,2022-10-31 11:58:00-04:00,11439.25,2.2,11522.5,11382.5,149032,2.2,11459.5,2022-10-31 11:59:00-04:00,VWAP,-897.0280000000001,219695.048
short,2022-11-03 13:59:00-04:00,10777.75,2.1,10848.5,10719.5,153293,2.1,10803.0,2022-11-03 14:25:00-04:00,VWAP,-1066.254,218628.79400000002
long,2022-11-08 10:17:00-05:00,11086.0,2.1,11014.25,11151.75,157211,2.1,11151.75,2022-11-08 11:12:00-05:00,TP,2755.7460000000005,221384.54
short,2022-11-09 10:33:00-05:00,10965.25,2.2,11018.75,10919.25,158607,2.2,11002.75,2022-11-09 11:15:00-05:00,VWAP,-1656.028,219728.51200000002
short,2022-11-09 11:31:00-05:00,10967.0,2.1,11018.75,10919.25,158665,2.1,10995.5,2022-11-09 11:42:00-05:00,VWAP,-1202.754,218525.758
short,2022-11-09 12:14:00-05:00,10962.0,2.1,11018.75,10919.25,158708,2.1,10962.25,2022-11-09 12:19:00-05:00,5m,-16.254,218509.50400000002
short,2022-11-09 13:02:00-05:00,10942.0,2.1,11018.75,10919.25,158756,2.1,10919.25,2022-11-09 13:28:00-05:00,TP,949.746,219459.25
long,2022-11-10 09:53:00-05:00,11398.5,2.1,11269.25,11520.25,159947,2.1,11377.0,2022-11-10 10:37:00-05:00,VWAP,-908.754,218550.496
long,2022-11-10 10:42:00-05:00,11401.75,2.1,11269.25,11520.25,159996,2.1,11520.25,2022-11-10 14:53:00-05:00,TP,4971.246,223521.742
long,2022-11-14 11:09:00-05:00,11787.5,2.2,11719.0,11852.0,162783,2.2,11767.25,2022-11-14 11:10:00-05:00,VWAP,-897.0280000000001,222624.714
long,2022-11-14 11:34:00-05:00,11796.25,2.2,11719.0,11852.0,162808,2.2,11791.75,2022-11-14 11:39:00-05:00,5m,-204.028,222420.68600000002
long,2022-11-14 11:40:00-05:00,11785.75,2.2,11719.0,11852.0,162814,2.2,11852.0,2022-11-14 12:47:00-05:00,TP,2908.972,225329.65800000002
long,2022-11-22 11:16:00-05:00,11631.75,2.2,11527.25,11729.25,171070,2.2,11699.5,2022-11-22 14:59:00-05:00,EOD,2974.972,228304.63
long,2022-11-23 09:46:00-05:00,11809.5,2.2,11745.25,11859.25,172360,2.2,11859.25,2022-11-23 10:07:00-05:00,TP,2182.972,230487.602
long,2022-11-24 11:07:00-05:00,11919.0,2.3,11901.25,11935.75,173819,2.3,11910.75,2022-11-24 12:59:00-05:00,VWAP,-385.80199999999996,230101.80000000002
short,2022-11-28 12:03:00-05:00,11670.75,2.3,11780.75,11607.25,176168,2.3,11607.25,2022-11-28 14:13:00-05:00,TP,2914.6979999999994,233016.49800000002
short,2022-11-29 11:02:00-05:00,11574.0,2.3,11628.0,11530.5,177487,2.3,11530.5,2022-11-29 11:08:00-05:00,TP,1994.698,235011.196
long,2022-12-01 09:48:00-05:00,12107.75,2.3,12031.5,12175.5,180173,2.3,12082.5,2022-12-01 10:01:00-05:00,VWAP,-1167.802,233843.394
short,2022-12-01 11:15:00-05:00,12022.25,2.3,12103.5,11959.5,180260,2.3,12050.0,2022-12-01 11:35:00-05:00,VWAP,-1282.802,232560.592
short,2022-12-01 13:18:00-05:00,12022.0,2.3,12103.5,11959.5,180383,2.3,12040.5,2022-12-01 13:30:00-05:00,VWAP,-857.302,231703.29
long,2022-12-02 11:25:00-05:00,11918.75,2.3,11844.25,11986.75,181650,2.3,11908.25,2022-12-02 13:05:00-05:00,VWAP,-489.302,231213.988
long,2022-12-02 13:13:00-05:00,11915.75,2.3,11844.25,11986.75,181758,2.3,11986.75,2022-12-02 14:57:00-05:00,TP,3259.6979999999994,234473.68600000002
short,2022-12-05 10:27:00-05:00,11905.5,2.3,11972.25,11851.25,182972,2.3,11923.0,2022-12-05 10:41:00-05:00,VWAP,-811.302,233662.38400000002
short,2022-12-07 10:12:00-05:00,11482.75,2.3,11596.25,11394.25,185717,2.3,11514.0,2022-12-07 10:13:00-05:00,VWAP,-1443.802,232218.582
short,2022-12-07 12:14:00-05:00,11494.75,2.3,11596.25,11394.25,185839,2.3,11511.5,2022-12-07 12:16:00-05:00,VWAP,-776.802,231441.78
long,2022-12-09 13:27:00-05:00,11650.75,2.3,11550.0,11736.0,188672,2.3,11644.0,2022-12-09 14:01:00-05:00,VWAP,-316.802,231124.978
long,2022-12-12 09:50:00-05:00,11598.5,2.3,11543.25,11653.25,189835,2.3,11582.25,2022-12-12 09:54:00-05:00,5m,-753.802,230371.176
long,2022-12-12 12:57:00-05:00,11598.5,2.3,11543.25,11653.25,190022,2.3,11596.75,2022-12-12 12:59:00-05:00,5m,-86.80199999999999,230284.374
long,2022-12-12 13:01:00-05:00,11606.75,2.3,11543.25,11653.25,190026,2.3,11584.25,2022-12-12 13:04:00-05:00,5m,-1041.3019999999997,229243.07200000001
long,2022-12-12 13:32:00-05:00,11601.25,2.2,11543.25,11653.25,190057,2.2,11643.75,2022-12-12 14:59:00-05:00,EOD,1863.9720000000002,231107.044
long,2022-12-14 09:57:00-05:00,12004.75,2.3,11930.0,12076.5,192601,2.3,12009.75,2022-12-14 12:17:00-05:00,VWAP,223.698,231330.742
short,2022-12-22 10:01:00-05:00,11080.0,2.3,11208.25,11000.25,200884,2.3,11000.25,2022-12-22 10:34:00-05:00,TP,3662.1979999999994,234992.94
long,2022-12-23 11:41:00-05:00,11053.0,2.3,10925.5,11176.0,202364,2.3,11036.75,2022-12-23 11:44:00-05:00,5m,-753.802,234239.138
long,2022-12-23 12:21:00-05:00,11060.75,2.3,10925.5,11176.0,202404,2.3,11071.0,2022-12-23 14:59:00-05:00,EOD,465.198,234704.336
short,2022-12-27 12:45:00-05:00,10938.5,2.3,11056.0,10822.0,203808,2.3,10923.25,2022-12-27 14:59:00-05:00,EOD,695.1979999999999,235399.53399999999
short,2022-12-28 12:59:00-05:00,10856.0,2.3,10996.5,10727.0,205202,2.3,10873.5,2022-12-28 13:04:00-05:00,5m,-811.302,234588.232
long,2022-12-29 09:58:00-05:00,10970.0,2.3,10856.5,11080.5,206400,2.3,11030.0,2022-12-29 14:59:00-05:00,EOD,2753.698,237341.93
long,2022-12-30 12:47:00-05:00,10949.5,2.3,10885.25,11010.25,207947,2.3,10919.0,2022-12-30 13:18:00-05:00,VWAP,-1409.3019999999997,235932.628
long,2023-01-04 11:51:00-05:00,11047.0,2.3,10961.75,11131.25,210651,2.3,10961.75,2023-01-04 14:02:00-05:00,SL,-3927.802,232004.826
long,2023-01-06 10:37:00-05:00,10957.25,2.3,10777.5,11112.5,213337,2.3,11112.5,2023-01-06 14:20:00-05:00,TP,7135.198,239140.024
long,2023-01-10 10:25:00-05:00,11247.75,2.3,11138.0,11354.0,216083,2.3,11208.0,2023-01-10 10:29:00-05:00,VWAP,-1834.802,237305.222
long,2023-01-11 10:09:00-05:00,11359.0,2.3,11291.0,11425.0,217447,2.3,11354.75,2023-01-11 10:14:00-05:00,5m,-201.80199999999996,237103.41999999998
long,2023-01-11 10:15:00-05:00,11358.25,2.3,11291.0,11425.0,217453,2.3,11335.5,2023-01-11 10:36:00-05:00,VWAP,-1052.802,236050.618
long,2023-01-11 11:14:00-05:00,11359.5,2.3,11291.0,11425.0,217512,2.3,11425.0,2023-01-11 13:09:00-05:00,TP,3006.6979999999994,239057.316
long,2023-01-12 12:17:00-05:00,11525.0,2.3,11356.25,11681.25,218955,2.3,11536.25,2023-01-12 14:59:00-05:00,EOD,511.19799999999987,239568.51399999997
long,2023-01-17 12:51:00-05:00,11624.0,2.3,11549.5,11691.5,222888,2.3,11612.25,2023-01-17 14:15:00-05:00,VWAP,-546.802,239021.71199999997
long,2023-01-18 10:13:00-05:00,11731.5,2.3,11672.25,11781.25,224110,2.3,11724.5,2023-01-18 10:14:00-05:00,5m,-328.30199999999996,238693.40999999997
long,2023-01-18 10:15:00-05:00,11733.25,2.3,11672.25,11781.25,224112,2.3,11695.5,2023-01-18 10:18:00-05:00,VWAP,-1742.8019999999997,236950.60799999998
short,2023-01-19 10:38:00-05:00,11382.0,2.3,11446.5,11326.5,225515,2.3,11380.75,2023-01-19 10:39:00-05:00,5m,51.198,237001.80599999998
long,2023-01-20 10:03:00-05:00,11452.25,2.3,11383.5,11508.0,226860,2.3,11508.0,2023-01-20 11:11:00-05:00,TP,2558.198,239560.00399999996
long,2023-01-23 09:46:00-05:00,11754.75,2.3,11671.75,11830.75,228222,2.3,11830.75,2023-01-23 10:13:00-05:00,TP,3489.6979999999994,243049.70199999996
long,2023-01-24 10:45:00-05:00,11907.25,2.4,11840.25,11964.25,229661,2.4,11894.75,2023-01-24 12:01:00-05:00,VWAP,-606.576,242443.12599999996
long,2023-01-24 12:04:00-05:00,11906.25,2.4,11840.25,11964.25,229740,2.4,11898.75,2023-01-24 12:41:00-05:00,VWAP,-366.576,242076.54999999996
long,2023-01-24 12:55:00-05:00,11903.5,2.4,11840.25,11964.25,229791,2.4,11896.25,2023-01-24 12:57:00-05:00,VWAP,-354.576,241721.97399999996
long,2023-01-24 13:01:00-05:00,11909.25,2.4,11840.25,11964.25,229797,2.4,11878.25,2023-01-24 13:04:00-05:00,VWAP,-1494.5759999999998,240227.39799999996
short,2023-01-25 10:06:00-05:00,11657.0,2.4,11724.0,11592.5,231002,2.4,11650.75,2023-01-25 10:09:00-05:00,5m,293.424,240520.82199999996
long,2023-01-27 10:00:00-05:00,12113.25,2.4,12041.75,12166.75,233756,2.4,12166.75,2023-01-27 10:06:00-05:00,TP,2561.424,243082.24599999996
long,2023-01-31 09:55:00-05:00,12041.75,2.4,11969.0,12107.0,236511,2.4,12006.25,2023-01-31 09:58:00-05:00,VWAP,-1710.576,241371.66999999995
long,2023-01-31 10:19:00-05:00,12039.25,2.4,11969.0,12107.0,236535,2.4,12037.0,2023-01-31 10:24:00-05:00,5m,-114.576,241257.09399999995
long,2023-01-31 10:28:00-05:00,12043.25,2.4,11969.0,12107.0,236544,2.4,12107.0,2023-01-31 14:08:00-05:00,TP,3053.424,244310.51799999995
short,2023-02-01 12:15:00-05:00,12099.25,2.4,12156.0,12046.5,238031,2.4,12125.0,2023-02-01 12:40:00-05:00,VWAP,-1242.576,243067.94199999995
