type,ent_ts,ent_px,qty,sl,tp,ent_idx,scale,exit_px,exit_ts,reason,pnl,equity
long,2023-11-01 09:49:00-04:00,14575.25,2.7,14515.25,14622.25,505018,2.7,14572.75,2023-11-01 09:54:00-04:00,5m,-142.398,272096.7439999998
long,2023-11-01 10:01:00-04:00,14569.5,2.7,14515.25,14622.25,505030,2.7,14541.25,2023-11-01 10:05:00-04:00,VWAP,-1532.898,270563.8459999998
long,2023-11-01 10:15:00-04:00,14573.75,2.7,14515.25,14622.25,505044,2.7,14622.25,2023-11-01 10:23:00-04:00,TP,2611.6020000000003,273175.44799999974
long,2023-11-02 11:00:00-04:00,14953.75,2.7,14903.75,15001.25,506469,2.7,14927.0,2023-11-02 12:17:00-04:00,VWAP,-1451.8980000000001,271723.54999999976
long,2023-11-02 12:38:00-04:00,14955.25,2.7,14903.75,15001.25,506567,2.7,15001.25,2023-11-02 14:44:00-04:00,TP,2476.602,274200.15199999977
long,2023-11-03 10:07:00-04:00,15099.75,2.7,15040.5,15148.5,507796,2.7,15096.5,2023-11-03 10:09:00-04:00,VWAP,-182.898,274017.2539999997
long,2023-11-03 10:11:00-04:00,15101.5,2.7,15040.5,15148.5,507800,2.7,15098.25,2023-11-03 10:12:00-04:00,VWAP,-182.898,273834.35599999974
long,2023-11-03 10:16:00-04:00,15103.75,2.7,15040.5,15148.5,507805,2.7,15097.25,2023-11-03 10:22:00-04:00,VWAP,-358.398,273475.95799999975
long,2023-11-03 10:38:00-04:00,15096.75,2.7,15040.5,15148.5,507827,2.7,15089.5,2023-11-03 10:39:00-04:00,VWAP,-398.8980000000001,273077.05999999976
short,2023-11-06 13:01:00-05:00,15196.5,2.7,15257.5,15149.0,509350,2.7,15149.0,2023-11-06 13:20:00-05:00,TP,2557.602,275634.6619999998
long,2023-11-07 10:07:00-05:00,15291.5,2.7,15224.0,15350.5,510556,2.7,15281.0,2023-11-07 10:09:00-05:00,5m,-574.398,275060.26399999973
long,2023-11-07 10:12:00-05:00,15296.0,2.7,15224.0,15350.5,510561,2.7,15350.5,2023-11-07 10:32:00-05:00,TP,2935.602,277995.86599999975
long,2023-11-09 11:46:00-05:00,15421.75,2.7,15365.5,15473.5,513415,2.7,15394.0,2023-11-09 12:28:00-05:00,VWAP,-1505.8980000000001,276489.96799999976
long,2023-11-10 09:52:00-05:00,15383.75,2.7,15305.5,15456.0,514681,2.7,15344.0,2023-11-10 10:02:00-05:00,VWAP,-2153.898,274336.0699999997
long,2023-11-10 11:00:00-05:00,15384.25,2.7,15305.5,15456.0,514749,2.7,15456.0,2023-11-10 12:01:00-05:00,TP,3867.1020000000003,278203.17199999973
long,2023-11-13 13:22:00-05:00,15543.75,2.7,15484.0,15594.0,516271,2.7,15558.0,2023-11-13 13:24:00-05:00,5m,762.102,278965.27399999974
long,2023-11-13 13:31:00-05:00,15541.75,2.7,15484.0,15594.0,516280,2.7,15543.5,2023-11-13 13:34:00-05:00,5m,87.10200000000002,279052.37599999976
long,2023-11-14 09:52:00-05:00,15857.25,2.7,15790.25,15920.25,517441,2.7,15845.0,2023-11-14 11:51:00-05:00,VWAP,-668.898,278383.47799999977
long,2023-11-14 12:39:00-05:00,15860.0,2.7,15790.25,15920.25,517608,2.7,15854.5,2023-11-14 13:58:00-05:00,VWAP,-304.398,278079.0799999997
short,2023-11-15 10:31:00-05:00,15927.75,2.7,15973.5,15895.5,518860,2.7,15938.25,2023-11-15 10:36:00-05:00,VWAP,-574.398,277504.68199999974
long,2023-11-16 09:46:00-05:00,15860.0,2.7,15825.25,15886.25,520195,2.7,15886.25,2023-11-16 09:54:00-05:00,TP,1410.102,278914.78399999975
long,2023-11-16 10:21:00-05:00,15868.5,2.7,15825.25,15886.25,520230,2.7,15865.0,2023-11-16 10:22:00-05:00,VWAP,-196.39800000000002,278718.3859999997
short,2023-11-16 11:16:00-05:00,15819.0,2.7,15855.75,15794.75,520285,2.7,15855.75,2023-11-16 12:06:00-05:00,SL,-1991.8980000000001,276726.4879999997
long,2023-11-16 13:13:00-05:00,15858.25,2.7,15825.25,15886.25,520402,2.7,15860.75,2023-11-16 13:14:00-05:00,5m,127.602,276854.08999999973
long,2023-11-17 12:38:00-05:00,15877.5,2.7,15831.5,15915.5,521747,2.7,15915.5,2023-11-17 13:15:00-05:00,TP,2044.602,278898.69199999975
long,2023-11-20 09:55:00-05:00,15983.5,2.7,15894.75,16070.25,522964,2.7,15965.25,2023-11-20 10:21:00-05:00,VWAP,-992.8980000000001,277905.79399999976
long,2023-11-20 10:52:00-05:00,15983.5,2.7,15894.75,16070.25,523021,2.7,16070.25,2023-11-20 13:13:00-05:00,TP,4677.102,282582.8959999997
long,2023-11-23 11:32:00-05:00,16070.0,2.8,16055.0,16083.5,527200,2.8,16062.75,2023-11-23 11:57:00-05:00,VWAP,-413.67199999999997,282169.2239999997
long,2023-11-27 10:10:00-05:00,16041.0,2.8,15970.25,16104.75,529413,2.8,16029.25,2023-11-27 10:14:00-05:00,5m,-665.672,281503.55199999973
long,2023-11-27 10:34:00-05:00,16038.25,2.8,15970.25,16104.75,529437,2.8,16037.0,2023-11-27 10:39:00-05:00,5m,-77.672,281425.8799999997
long,2023-11-27 10:40:00-05:00,16045.25,2.8,15970.25,16104.75,529443,2.8,16011.5,2023-11-27 11:05:00-05:00,VWAP,-1897.672,279528.2079999997
long,2023-11-27 11:36:00-05:00,16039.0,2.7,15970.25,16104.75,529499,2.7,16030.75,2023-11-27 14:39:00-05:00,VWAP,-452.8980000000001,279075.3099999997
long,2023-11-28 10:57:00-05:00,16009.75,2.7,15962.25,16052.75,530840,2.7,16012.5,2023-11-28 10:59:00-05:00,5m,141.102,279216.4119999997
long,2023-11-28 11:00:00-05:00,16007.75,2.7,15962.25,16052.75,530843,2.7,16052.75,2023-11-28 11:31:00-05:00,TP,2422.6020000000003,281639.01399999973
long,2023-11-28 12:50:00-05:00,16014.0,2.8,15962.25,16052.75,530953,2.8,16003.25,2023-11-28 13:02:00-05:00,VWAP,-609.672,281029.3419999997
long,2023-12-05 09:57:00-05:00,15852.5,2.8,15783.25,15915.75,537680,2.8,15915.75,2023-12-05 10:02:00-05:00,TP,3534.328,284563.6699999997
short,2023-12-06 10:23:00-05:00,15913.5,2.8,16037.75,15834.75,539086,2.8,15943.75,2023-12-06 11:12:00-05:00,VWAP,-1701.6719999999998,282861.9979999997
short,2023-12-06 11:22:00-05:00,15910.0,2.8,16037.75,15834.75,539145,2.8,15867.25,2023-12-06 14:59:00-05:00,EOD,2386.328,285248.32599999965
long,2023-12-07 10:25:00-05:00,15985.25,2.8,15907.0,16057.0,540468,2.8,15992.5,2023-12-07 10:29:00-05:00,5m,398.3279999999999,285646.6539999997
long,2023-12-07 10:58:00-05:00,15991.0,2.8,15907.0,16057.0,540501,2.8,15951.5,2023-12-07 11:16:00-05:00,VWAP,-2219.672,283426.98199999967
long,2023-12-07 11:32:00-05:00,15987.25,2.8,15907.0,16057.0,540535,2.8,16057.0,2023-12-07 14:22:00-05:00,TP,3898.3279999999995,287325.30999999965
long,2023-12-08 10:42:00-05:00,16036.75,2.8,15947.25,16100.75,541865,2.8,16100.75,2023-12-08 10:57:00-05:00,TP,3576.328,290901.6379999997
long,2023-12-11 09:58:00-05:00,16151.25,2.9,16068.75,16225.25,543201,2.9,16138.0,2023-12-11 11:13:00-05:00,VWAP,-776.446,290125.1919999997
long,2023-12-11 11:16:00-05:00,16149.0,2.9,16068.75,16225.25,543279,2.9,16140.25,2023-12-11 11:17:00-05:00,VWAP,-515.446,289609.7459999997
long,2023-12-11 11:23:00-05:00,16150.0,2.8,16068.75,16225.25,543286,2.8,16138.25,2023-12-11 11:31:00-05:00,VWAP,-665.672,288944.0739999997
long,2023-12-11 11:38:00-05:00,16150.0,2.8,16068.75,16225.25,543301,2.8,16140.25,2023-12-11 11:41:00-05:00,VWAP,-553.672,288390.40199999965
short,2023-12-13 12:00:00-05:00,16605.5,2.8,16657.25,16554.75,546078,2.8,16647.5,2023-12-13 14:00:00-05:00,VWAP,-2359.672,286030.72999999963
short,2023-12-14 10:25:00-05:00,16801.75,2.8,16863.25,16759.75,547363,2.8,16759.75,2023-12-14 11:14:00-05:00,TP,2344.328,288375.0579999996
long,2023-12-15 10:25:00-05:00,16854.0,2.8,16780.0,16907.0,548743,2.8,16835.75,2023-12-15 12:37:00-05:00,VWAP,-1029.6719999999998,287345.38599999965
long,2023-12-18 09:59:00-05:00,16878.5,2.8,16832.5,16923.5,550097,2.8,16870.25,2023-12-18 10:50:00-05:00,VWAP,-469.67199999999997,286875.7139999996
long,2023-12-18 11:11:00-05:00,16879.75,2.8,16832.5,16923.5,550169,2.8,16923.5,2023-12-18 12:10:00-05:00,TP,2442.3279999999995,289318.0419999996
long,2023-12-19 10:32:00-05:00,16997.0,2.8,16944.5,17046.5,551510,2.8,16978.5,2023-12-19 10:39:00-05:00,VWAP,-1043.672,288274.36999999965
long,2023-12-19 10:54:00-05:00,16997.75,2.8,16944.5,17046.5,551532,2.8,16983.5,2023-12-19 11:56:00-05:00,VWAP,-805.672,287468.6979999996
long,2023-12-19 12:45:00-05:00,16996.5,2.8,16944.5,17046.5,551643,2.8,16978.5,2023-12-19 13:08:00-05:00,VWAP,-1015.672,286453.0259999996
long,2023-12-19 13:39:00-05:00,16997.25,2.8,16944.5,17046.5,551697,2.8,16999.75,2023-12-19 14:59:00-05:00,EOD,132.328,286585.3539999996
long,2023-12-26 10:26:00-05:00,17053.0,2.8,17005.5,17098.5,557024,2.8,17043.5,2023-12-26 10:29:00-05:00,5m,-539.672,286045.68199999956
long,2023-12-26 10:36:00-05:00,17053.5,2.8,17005.5,17098.5,557034,2.8,17035.75,2023-12-26 10:50:00-05:00,VWAP,-1001.6719999999999,285044.0099999996
long,2023-12-26 11:52:00-05:00,17053.25,2.8,17005.5,17098.5,557110,2.8,17039.75,2023-12-26 12:39:00-05:00,VWAP,-763.672,284280.3379999996
long,2023-12-26 12:49:00-05:00,17055.5,2.8,17005.5,17098.5,557167,2.8,17073.5,2023-12-26 14:59:00-05:00,EOD,1000.328,285280.66599999956
short,2023-12-28 10:05:00-05:00,17110.5,2.8,17159.0,17075.5,559763,2.8,17126.5,2023-12-28 10:25:00-05:00,VWAP,-903.672,284376.9939999996
short,2023-12-28 11:19:00-05:00,17109.5,2.8,17159.0,17075.5,559837,2.8,17112.75,2023-12-28 11:24:00-05:00,5m,-189.672,284187.3219999996
short,2023-12-28 12:49:00-05:00,17116.0,2.8,17159.0,17075.5,559927,2.8,17126.75,2023-12-28 12:51:00-05:00,VWAP,-609.672,283577.64999999956
short,2023-12-28 13:02:00-05:00,17108.25,2.8,17159.0,17075.5,559940,2.8,17123.25,2023-12-28 13:32:00-05:00,VWAP,-847.672,282729.97799999954
long,2024-01-05 10:00:00-05:00,16498.0,2.8,16437.5,16551.0,566658,2.8,16551.0,2024-01-05 10:06:00-05:00,TP,2960.3279999999995,285690.3059999995
long,2024-01-08 09:54:00-05:00,16592.5,2.8,16505.5,16650.5,568032,2.8,16650.5,2024-01-08 10:30:00-05:00,TP,3240.3279999999995,288930.63399999955
long,2024-01-10 11:21:00-05:00,16874.75,2.8,16839.5,16908.5,570878,2.8,16908.5,2024-01-10 12:56:00-05:00,TP,1882.328,290812.96199999953
long,2024-01-15 11:52:00-05:00,16966.5,2.9,16952.25,16980.25,575049,2.9,16963.25,2024-01-15 11:54:00-05:00,5m,-196.44599999999997,290616.51599999954
long,2024-01-15 12:07:00-05:00,16967.75,2.9,16952.25,16980.25,575064,2.9,16962.0,2024-01-15 18:00:00-05:00,EOD,-341.446,290275.06999999954
long,2024-01-16 11:01:00-05:00,16976.0,2.9,16870.25,17022.25,576138,2.9,16963.75,2024-01-16 11:04:00-05:00,5m,-718.446,289556.62399999955
long,2024-01-16 11:13:00-05:00,16966.0,2.8,16870.25,17022.25,576150,2.8,17022.25,2024-01-16 11:22:00-05:00,TP,3142.328,292698.9519999995
long,2024-01-16 12:00:00-05:00,16959.0,2.9,16870.25,17022.25,576197,2.9,16948.5,2024-01-16 12:01:00-05:00,VWAP,-616.946,292082.0059999995
short,2024-01-17 09:53:00-05:00,16731.25,2.9,16843.0,16623.5,577450,2.9,16749.25,2024-01-17 10:14:00-05:00,VWAP,-1051.946,291030.05999999953
long,2024-01-18 10:45:00-05:00,17057.0,2.9,16994.75,17113.75,578882,2.9,17028.5,2024-01-18 11:04:00-05:00,VWAP,-1660.9459999999997,289369.11399999954
long,2024-01-18 11:10:00-05:00,17059.25,2.8,16994.75,17113.75,578907,2.8,17040.5,2024-01-18 12:03:00-05:00,VWAP,-1057.672,288311.4419999996
long,2024-01-19 10:37:00-05:00,17215.25,2.8,17166.25,17252.25,580254,2.8,17252.25,2024-01-19 11:10:00-05:00,TP,2064.328,290375.76999999955
short,2024-01-22 12:05:00-05:00,17491.25,2.9,17585.0,17399.0,581722,2.9,17469.5,2024-01-22 14:59:00-05:00,EOD,1253.554,291629.32399999956
long,2024-01-24 10:20:00-05:00,17700.5,2.9,17637.5,17753.5,584377,2.9,17753.5,2024-01-24 10:43:00-05:00,TP,3066.054,294695.37799999956
long,2024-01-24 11:13:00-05:00,17701.75,2.9,17637.5,17753.5,584430,2.9,17695.25,2024-01-24 11:14:00-05:00,5m,-384.94599999999997,294310.43199999956
long,2024-01-24 11:16:00-05:00,17701.75,2.9,17637.5,17753.5,584433,2.9,17753.5,2024-01-24 11:58:00-05:00,TP,2993.554,297303.98599999957
long,2024-01-25 11:48:00-05:00,17734.25,2.9,17675.0,17778.5,585845,2.9,17697.25,2024-01-25 12:05:00-05:00,VWAP,-2153.946,295150.0399999996
short,2024-01-25 13:03:00-05:00,17665.0,2.9,17726.75,17623.25,585920,2.9,17657.5,2024-01-25 13:04:00-05:00,5m,427.054,295577.0939999996
long,2024-01-26 12:33:00-05:00,17579.0,2.9,17527.5,17614.5,587270,2.9,17573.5,2024-01-26 12:34:00-05:00,VWAP,-326.946,295250.1479999996
short,2024-01-26 13:40:00-05:00,17526.25,2.9,17571.0,17484.0,587337,2.9,17571.0,2024-01-26 14:51:00-05:00,SL,-2603.446,292646.7019999996
long,2024-01-29 12:46:00-05:00,17584.0,2.9,17529.75,17637.25,588663,2.9,17590.0,2024-01-29 12:49:00-05:00,5m,340.054,292986.7559999996
long,2024-01-29 13:01:00-05:00,17585.5,2.9,17529.75,17637.25,588678,2.9,17587.25,2024-01-29 13:04:00-05:00,5m,93.554,293080.3099999996
long,2024-01-29 13:12:00-05:00,17583.75,2.9,17529.75,17637.25,588689,2.9,17586.25,2024-01-29 13:14:00-05:00,5m,137.054,293217.3639999996
long,2024-01-29 13:15:00-05:00,17586.0,2.9,17529.75,17637.25,588692,2.9,17626.0,2024-01-29 14:59:00-05:00,EOD,2312.054,295529.4179999996
long,2024-02-01 10:42:00-05:00,17342.0,2.9,17294.25,17381.25,592678,2.9,17343.5,2024-02-01 10:44:00-05:00,5m,79.054,295608.4719999996
long,2024-02-01 12:33:00-05:00,17341.5,2.9,17294.25,17381.25,592789,2.9,17343.0,2024-02-01 12:34:00-05:00,5m,79.054,295687.5259999996
long,2024-02-01 12:40:00-05:00,17343.75,2.9,17294.25,17381.25,592796,2.9,17381.25,2024-02-01 12:49:00-05:00,TP,2167.054,297854.5799999996
long,2024-02-01 13:09:00-05:00,17340.75,2.9,17294.25,17381.25,592825,2.9,17381.25,2024-02-01 13:25:00-05:00,TP,2341.054,300195.6339999996
long,2024-02-08 10:05:00-05:00,17853.75,3.0,17808.0,17897.0,599541,3.0,17844.0,2024-02-08 10:09:00-05:00,5m,-593.22,299602.4139999996
long,2024-02-08 10:17:00-05:00,17853.5,2.9,17808.0,17897.0,599553,2.9,17838.0,2024-02-08 10:23:00-05:00,VWAP,-906.9459999999999,298695.4679999996
long,2024-02-08 10:35:00-05:00,17857.25,2.9,17808.0,17897.0,599571,2.9,17848.0,2024-02-08 10:39:00-05:00,5m,-544.446,298151.0219999996
long,2024-02-08 10:44:00-05:00,17855.5,2.9,17808.0,17897.0,599580,2.9,17856.25,2024-02-08 12:46:00-05:00,VWAP,35.554,298186.5759999996
long,2024-02-14 10:36:00-05:00,17827.75,2.9,17743.0,17895.0,605084,2.9,17809.75,2024-02-14 10:39:00-05:00,5m,-1051.946,297134.6299999996
short,2024-02-14 11:43:00-05:00,17725.0,2.9,17819.0,17667.0,605151,2.9,17772.25,2024-02-14 12:32:00-05:00,VWAP,-2748.446,294386.1839999996
short,2024-02-15 10:21:00-05:00,17830.75,2.9,17903.25,17773.25,606449,2.9,17854.75,2024-02-15 10:25:00-05:00,VWAP,-1399.946,292986.2379999996
short,2024-02-15 10:55:00-05:00,17836.0,2.9,17903.25,17773.25,606483,2.9,17845.75,2024-02-15 10:58:00-05:00,VWAP,-573.446,292412.7919999996
short,2024-02-15 11:02:00-05:00,17826.75,2.9,17903.25,17773.25,606490,2.9,17839.0,2024-02-15 11:39:00-05:00,VWAP,-718.446,291694.3459999996
short,2024-02-15 11:50:00-05:00,17830.0,2.9,17903.25,17773.25,606538,2.9,17837.25,2024-02-15 12:00:00-05:00,VWAP,-428.446,291265.8999999996
short,2024-02-20 11:31:00-05:00,17549.0,2.9,17724.0,17394.5,610419,2.9,17550.0,2024-02-20 14:41:00-05:00,VWAP,-65.946,291199.9539999996
short,2024-02-21 13:01:00-05:00,17453.75,2.9,17511.75,17399.25,611889,2.9,17484.5,2024-02-21 13:16:00-05:00,VWAP,-1791.446,289408.5079999996
short,2024-02-21 13:55:00-05:00,17455.25,2.8,17511.75,17399.25,611943,2.8,17399.25,2024-02-21 14:25:00-05:00,TP,3128.3279999999995,292536.83599999966
long,2024-02-22 09:59:00-05:00,17921.75,2.9,17864.0,17975.0,613087,2.9,17904.5,2024-02-22 10:03:00-05:00,VWAP,-1008.446,291528.38999999966
long,2024-02-22 10:05:00-05:00,17921.25,2.9,17864.0,17975.0,613093,2.9,17975.0,2024-02-22 10:35:00-05:00,TP,3109.554,294637.94399999967
long,2024-02-22 11:05:00-05:00,17921.25,2.9,17864.0,17975.0,613153,2.9,17975.0,2024-02-22 11:19:00-05:00,TP,3109.554,297747.4979999997
long,2024-02-26 11:55:00-05:00,18051.0,2.9,17990.75,18110.75,615963,2.9,18046.0,2024-02-26 11:59:00-05:00,5m,-297.946,297449.5519999997
long,2024-02-26 12:24:00-05:00,18052.5,2.9,17990.75,18110.75,615992,2.9,18050.0,2024-02-26 12:29:00-05:00,5m,-152.946,297296.6059999997
long,2024-02-26 12:30:00-05:00,18051.5,2.9,17990.75,18110.75,615998,2.9,18045.25,2024-02-26 12:34:00-05:00,5m,-370.446,296926.1599999997
short,2024-02-28 10:27:00-05:00,17894.0,2.9,17946.5,17856.0,618635,2.9,17903.75,2024-02-28 10:29:00-05:00,5m,-573.446,296352.7139999997
long,2024-02-28 12:11:00-05:00,17947.5,2.9,17901.25,17991.75,618739,2.9,17951.25,2024-02-28 12:14:00-05:00,5m,209.554,296562.2679999997
long,2024-02-28 12:15:00-05:00,17951.75,2.9,17901.25,17991.75,618743,2.9,17940.5,2024-02-28 12:19:00-05:00,5m,-660.446,295901.8219999997
long,2024-03-01 10:03:00-05:00,18144.75,2.9,18093.75,18195.25,621371,2.9,18127.0,2024-03-01 10:04:00-05:00,VWAP,-1037.446,294864.3759999997
long,2024-03-01 10:05:00-05:00,18149.5,2.9,18093.75,18195.25,621373,2.9,18195.25,2024-03-01 10:15:00-05:00,TP,2645.5539999999996,297509.9299999997
long,2024-03-01 10:34:00-05:00,18154.0,2.9,18093.75,18195.25,621402,2.9,18195.25,2024-03-01 10:55:00-05:00,TP,2384.554,299894.4839999997
long,2024-03-06 11:56:00-05:00,18127.25,2.9,18069.25,18183.75,625624,2.9,18069.25,2024-03-06 13:33:00-05:00,SL,-3371.946,296522.5379999997
long,2024-03-07 10:16:00-05:00,18227.25,2.9,18162.0,18289.5,626904,2.9,18289.5,2024-03-07 11:26:00-05:00,TP,3602.554,300125.0919999997
long,2024-03-08 10:49:00-05:00,18369.0,3.0,18288.0,18418.0,628317,3.0,18351.75,2024-03-08 10:50:00-05:00,VWAP,-1043.22,299081.8719999997
long,2024-03-12 12:45:00-04:00,18093.75,2.9,17956.5,18230.5,631180,2.9,18089.0,2024-03-12 12:46:00-04:00,VWAP,-283.446,298798.4259999997
long,2024-03-12 12:47:00-04:00,18096.5,2.9,17956.5,18230.5,631182,2.9,18098.0,2024-03-12 12:49:00-04:00,5m,79.054,298877.4799999997
long,2024-03-12 12:58:00-04:00,18104.25,2.9,17956.5,18230.5,631193,2.9,18109.0,2024-03-12 12:59:00-04:00,5m,267.554,299145.0339999997
long,2024-03-12 13:03:00-04:00,18095.0,2.9,17956.5,18230.5,631198,2.9,18098.25,2024-03-12 13:04:00-04:00,5m,180.55399999999997,299325.5879999997
long,2024-03-18 09:46:00-04:00,18351.75,2.9,18277.5,18416.0,636511,2.9,18330.25,2024-03-18 09:49:00-04:00,5m,-1254.946,298070.6419999997
long,2024-03-18 10:11:00-04:00,18347.0,2.9,18277.5,18416.0,636536,2.9,18317.75,2024-03-18 11:12:00-04:00,VWAP,-1704.446,296366.1959999997
long,2024-03-19 11:59:00-04:00,18158.75,2.9,18053.25,18251.75,638024,2.9,18251.75,2024-03-19 12:45:00-04:00,TP,5386.054,301752.2499999997
long,2024-03-22 12:09:00-04:00,18547.75,3.0,18505.0,18587.0,642174,3.0,18547.0,2024-03-22 12:14:00-04:00,5m,-53.22,301699.0299999997
long,2024-03-22 12:19:00-04:00,18552.25,3.0,18505.0,18587.0,642184,3.0,18548.25,2024-03-22 12:24:00-04:00,5m,-248.22,301450.8099999997
long,2024-03-22 12:25:00-04:00,18549.5,3.0,18505.0,18587.0,642190,3.0,18587.0,2024-03-22 13:04:00-04:00,TP,2241.78,303692.58999999973
long,2024-03-26 10:17:00-04:00,18596.0,3.0,18550.0,18639.5,644822,3.0,18580.25,2024-03-26 10:25:00-04:00,VWAP,-953.22,302739.3699999997
short,2024-03-26 13:39:00-04:00,18548.5,3.0,18594.75,18505.25,645024,3.0,18554.5,2024-03-26 14:59:00-04:00,EOD,-368.22,302371.1499999997
long,2024-03-28 10:36:00-04:00,18514.0,3.0,18457.25,18561.75,647601,3.0,18500.25,2024-03-28 10:40:00-04:00,VWAP,-833.22,301537.9299999997
long,2024-03-28 10:44:00-04:00,18512.0,3.0,18457.25,18561.75,647609,3.0,18511.0,2024-03-28 10:49:00-04:00,5m,-68.22,301469.70999999973
long,2024-03-28 10:50:00-04:00,18512.0,3.0,18457.25,18561.75,647615,3.0,18500.5,2024-03-28 10:53:00-04:00,VWAP,-698.22,300771.4899999997
long,2024-03-28 10:55:00-04:00,18509.75,3.0,18457.25,18561.75,647620,3.0,18500.75,2024-03-28 10:57:00-04:00,VWAP,-548.22,300223.26999999967
short,2024-04-01 12:30:00-04:00,18481.75,3.0,18605.25,18359.75,649095,3.0,18481.25,2024-04-01 12:34:00-04:00,5m,21.78,300245.0499999997
short,2024-04-02 10:12:00-04:00,18218.5,3.0,18292.0,18154.5,650337,3.0,18249.0,2024-04-02 10:43:00-04:00,VWAP,-1838.22,298406.8299999997
short,2024-04-02 10:56:00-04:00,18217.5,2.9,18292.0,18154.5,650381,2.9,18246.0,2024-04-02 11:10:00-04:00,VWAP,-1660.9459999999997,296745.8839999997
long,2024-04-05 09:49:00-04:00,18186.0,2.9,18102.5,18262.0,654454,2.9,18262.0,2024-04-05 10:49:00-04:00,TP,4400.054,301145.93799999973
long,2024-04-08 11:03:00-04:00,18341.0,3.0,18237.5,18436.5,655908,3.0,18344.75,2024-04-08 11:04:00-04:00,5m,216.78,301362.7179999997
long,2024-04-08 11:08:00-04:00,18339.25,3.0,18237.5,18436.5,655913,3.0,18344.0,2024-04-08 11:09:00-04:00,5m,276.78,301639.4979999997
long,2024-04-08 11:21:00-04:00,18343.5,3.0,18237.5,18436.5,655926,3.0,18302.75,2024-04-08 11:36:00-04:00,VWAP,-2453.22,299186.2779999997
long,2024-04-11 11:50:00-04:00,18276.5,2.9,18222.75,18325.25,660094,2.9,18325.25,2024-04-11 12:01:00-04:00,TP,2819.554,302005.8319999997
short,2024-04-12 11:50:00-04:00,18268.5,3.0,18327.0,18235.0,661473,3.0,18235.0,2024-04-12 12:11:00-04:00,TP,2001.78,304007.61199999973
long,2024-04-16 10:01:00-04:00,17892.0,3.0,17834.75,17940.25,664124,3.0,17894.25,2024-04-16 10:04:00-04:00,5m,126.78,304134.3919999997
long,2024-04-16 10:08:00-04:00,17888.75,3.0,17834.75,17940.25,664131,3.0,17876.75,2024-04-16 10:27:00-04:00,VWAP,-728.22,303406.1719999997
long,2024-04-16 11:06:00-04:00,17887.75,3.0,17834.75,17940.25,664189,3.0,17876.75,2024-04-16 12:00:00-04:00,VWAP,-668.22,302737.9519999997
long,2024-04-16 12:07:00-04:00,17888.5,3.0,17834.75,17940.25,664250,3.0,17847.0,2024-04-16 13:30:00-04:00,VWAP,-2498.22,300239.7319999997
long,2024-04-18 12:09:00-04:00,17679.25,3.0,17552.0,17805.5,667012,3.0,17671.5,2024-04-18 12:14:00-04:00,5m,-473.22,299766.5119999997
long,2024-04-18 12:17:00-04:00,17684.75,2.9,17552.0,17805.5,667020,2.9,17647.0,2024-04-18 12:34:00-04:00,VWAP,-2197.446,297569.0659999997
long,2024-04-18 12:36:00-04:00,17680.25,2.9,17552.0,17805.5,667039,2.9,17649.75,2024-04-18 12:42:00-04:00,VWAP,-1776.946,295792.1199999997
short,2024-04-18 13:52:00-04:00,17544.25,2.9,17678.75,17425.25,667115,2.9,17533.25,2024-04-18 14:59:00-04:00,EOD,630.054,296422.1739999997
long,2024-04-22 09:55:00-04:00,17309.75,2.9,17264.0,17351.0,669638,2.9,17292.75,2024-04-22 09:58:00-04:00,VWAP,-993.946,295428.2279999997
long,2024-04-22 10:01:00-04:00,17308.25,2.9,17264.0,17351.0,669644,2.9,17290.75,2024-04-22 10:04:00-04:00,VWAP,-1022.946,294405.2819999997
long,2024-04-22 13:13:00-04:00,17307.75,2.9,17264.0,17351.0,669836,2.9,17351.0,2024-04-22 13:31:00-04:00,TP,2500.554,296905.8359999997
long,2024-04-23 09:52:00-04:00,17483.75,2.9,17413.75,17541.75,671015,2.9,17541.75,2024-04-23 10:21:00-04:00,TP,3356.054,300261.8899999997
long,2024-04-24 09:50:00-04:00,17787.75,3.0,17713.25,17860.75,672393,3.0,17763.0,2024-04-24 09:54:00-04:00,5m,-1493.22,298768.6699999997
short,2024-05-01 11:08:00-04:00,17462.25,2.9,17517.5,17419.5,679371,2.9,17419.5,2024-05-01 11:18:00-04:00,TP,2471.554,301240.2239999997
long,2024-05-03 09:51:00-04:00,17990.25,3.0,17919.25,18033.75,682053,3.0,18033.75,2024-05-03 10:00:00-04:00,TP,2601.78,303842.0039999997
long,2024-05-03 10:44:00-04:00,17982.75,3.0,17919.25,18033.75,682106,3.0,17976.75,2024-05-03 10:49:00-04:00,5m,-368.22,303473.78399999975
long,2024-05-03 11:34:00-04:00,17978.5,3.0,17919.25,18033.75,682156,3.0,18008.75,2024-05-03 14:59:00-04:00,EOD,1806.78,305280.5639999997
long,2024-05-06 09:51:00-04:00,18102.0,3.0,18042.75,18160.25,683433,3.0,18097.5,2024-05-06 09:54:00-04:00,5m,-278.22,305002.3439999997
long,2024-05-06 09:59:00-04:00,18109.75,3.0,18042.75,18160.25,683441,3.0,18098.25,2024-05-06 10:04:00-04:00,5m,-698.22,304304.1239999997
long,2024-05-06 10:05:00-04:00,18103.75,3.0,18042.75,18160.25,683447,3.0,18086.75,2024-05-06 11:01:00-04:00,VWAP,-1028.22,303275.90399999975
